"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
1963-01-01,1.16386309496322,41272,1,1,1963.00079908676,1357,1963,1,0.151744726380961,NA,NA
1963-01-02,1.16386309496322,41273,1,2,1963.00353881279,1357,1963,2,0.151744726380961,NA,NA
1963-01-03,1.13554624859454,41274,1,3,1963.00627853881,1357,1963,3,0.127113811451824,NA,NA
1963-01-04,1.10722940222586,41275,1,4,1963.00901826484,1357,1963,4,0.101860861007236,NA,NA
1963-01-05,1.10722940222586,41276,1,5,1963.01175799087,1357,1963,5,0.101860861007236,NA,NA
1963-01-06,1.13554624859454,41277,1,6,1963.01449771689,1357,1963,6,0.127113811451824,NA,NA
1963-01-07,1.47534840501867,41278,1,7,1963.01723744292,1357,1963,7,0.38889416869167,1.18408941379799,NA
1963-01-08,1.47534840501867,41279,1,8,1963.01997716895,1357,1963,8,0.38889416869167,1.22858731523448,NA
1963-01-09,1.47534840501867,41280,1,9,1963.02271689498,1357,1963,9,0.38889416869167,1.27308521667097,NA
1963-01-10,1.47534840501867,41281,1,10,1963.025456621,1357,1963,10,0.38889416869167,1.32162838187442,NA
1963-01-11,1.44703155864999,41282,1,11,1963.02819634703,1357,1963,11,0.369514257121256,1.37017154707787,NA
1963-01-12,1.41871471228131,41283,1,12,1963.03093607306,1357,1963,12,0.349751329537414,1.41466944851436,NA
1963-01-13,1.36208101954396,41284,1,13,1963.03367579909,1357,1963,13,0.309013691673211,1.44703155864999,NA
1963-01-14,1.33376417317528,41285,1,14,1963.03641552511,1357,1963,14,0.288005150138024,1.42680523981522,NA
1963-01-15,1.44703155864999,41286,1,15,1963.03915525114,1357,1963,15,0.369514257121256,1.42275997604827,NA
1963-01-16,1.50366525138735,41287,1,16,1963.04189497717,1357,1963,16,0.407905628538919,1.42680523981522,NA
1963-01-17,1.50366525138735,41288,1,17,1963.0446347032,1357,1963,17,0.407905628538919,1.43085050358218,NA
1963-01-18,1.50366525138735,41289,1,18,1963.04737442922,1357,1963,18,0.407905628538919,1.43894103111608,NA
1963-01-19,1.47534840501867,41290,1,19,1963.05011415525,1357,1963,19,0.38889416869167,1.44703155864999,NA
1963-01-20,1.44703155864999,41291,1,20,1963.05285388128,1357,1963,20,0.369514257121256,1.45916734995085,NA
1963-01-21,1.50366525138735,41292,1,21,1963.05559360731,1357,1963,21,0.407905628538919,1.48343893255258,NA
1963-01-22,1.5602989441247,41293,1,22,1963.05833333333,1357,1963,22,0.444877433751767,1.49961998762039,NA
1963-01-23,1.58861579049338,41294,1,23,1963.06107305936,1357,1963,23,0.462863065047502,1.51175577892126,NA
1963-01-24,1.73020002233676,41295,1,24,1963.06381278539,1357,1963,24,0.548237021674066,1.54411788905689,NA
1963-01-25,1.70188317596809,41296,1,25,1963.06655251142,1357,1963,25,0.531735388528708,1.57243473542556,NA
1963-01-26,1.70188317596809,41297,1,26,1963.06929223744,1357,1963,26,0.531735388528708,1.60479684556119,NA
1963-01-27,1.70188317596809,41298,1,27,1963.07203196347,1357,1963,27,0.531735388528708,1.64120421946378,NA
1963-01-28,1.70188317596809,41299,1,28,1963.0747716895,1357,1963,28,0.531735388528708,1.66952106583246,NA
1963-01-29,1.67356632959941,41300,1,29,1963.07751141553,1357,1963,29,0.514956876138888,1.68570212090027,NA
