"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
1940-01-01,2.52019932681228,32871,1,1,1940.00079690346,1081,1940,1,0.924337996336636,NA,NA
1940-01-02,2.52019932681228,32872,1,2,1940.0035291439,1081,1940,2,0.924337996336636,NA,NA
1940-01-03,2.52019932681228,32873,1,3,1940.00626138434,1081,1940,3,0.924337996336636,NA,NA
1940-01-04,2.52019932681228,32874,1,4,1940.00899362477,1081,1940,4,0.924337996336636,NA,NA
1940-01-05,3.22812048602922,32875,1,5,1940.01172586521,1081,1940,5,1.17190007499899,NA,NA
1940-01-06,3.08653625418583,32876,1,6,1940.01445810565,1081,1940,6,1.12704950883364,NA,NA
1940-01-07,3.22812048602922,32877,1,7,1940.01719034608,1081,1940,7,1.17190007499899,2.80336779049906,NA
1940-01-08,4.21921010893293,32878,1,8,1940.01992258652,1081,1940,8,1.43964793254996,3.04608361651629,NA
1940-01-09,4.21921010893293,32879,1,9,1940.02265482696,1081,1940,9,1.43964793254996,3.28879944253353,NA
1940-01-10,4.04930903072086,32880,1,10,1940.0253870674,1081,1940,10,1.3985462568644,3.50724368594904,NA
1940-01-11,3.70950687429673,32881,1,11,1940.02811930783,1081,1940,11,1.31089894980565,3.6771447641611,NA
1940-01-12,3.56792264245335,32882,1,12,1940.03085154827,1081,1940,12,1.27198353355598,3.72568792936455,NA
1940-01-13,3.39802156424128,32883,1,13,1940.03358378871,1081,1940,13,1.22319336938654,3.77018583080104,NA
1940-01-14,3.22812048602922,32884,1,14,1940.03631602914,1081,1940,14,1.17190007499899,3.77018583080104,NA
1940-01-15,3.08653625418583,32885,1,15,1940.03904826958,1081,1940,15,1.12704950883364,3.60837528012289,NA
1940-01-16,2.94495202234245,32886,1,16,1940.04178051002,1081,1940,16,1.08009252574587,3.42633841060996,NA
1940-01-17,2.80336779049906,32887,1,17,1940.04451275046,1081,1940,17,1.03082147673909,3.24834680486399,NA
1940-01-18,2.80336779049906,32888,1,18,1940.04724499089,1081,1940,18,1.03082147673909,3.11889836432146,NA
1940-01-19,2.80336779049906,32889,1,19,1940.04997723133,1081,1940,19,1.03082147673909,3.00967624261371,NA
1940-01-20,2.80336779049906,32890,1,20,1940.05270947177,1081,1940,20,1.03082147673909,2.92472570350768,NA
1940-01-21,2.66178355865567,32891,1,21,1940.0554417122,1081,1940,21,0.978996408874501,2.8438204281686,NA
1940-01-22,2.80336779049906,32892,1,22,1940.05817395264,1081,1940,22,1.03082147673909,2.80336779049906,NA
1940-01-23,3.08653625418583,32893,1,23,1940.06090619308,1081,1940,23,1.12704950883364,2.82359410933383,NA
1940-01-24,3.8794079525088,32894,1,24,1940.06363843352,1081,1940,24,1.35568255243262,2.97731413247808,NA
1940-01-25,3.39802156424128,32895,1,25,1940.06637067395,1081,1940,25,1.22319336938654,3.06226467158411,NA
1940-01-26,3.22812048602922,32896,1,26,1940.06910291439,1081,1940,26,1.17190007499899,3.12294362808842,NA
1940-01-27,3.08653625418583,32897,1,27,1940.07183515483,1081,1940,27,1.12704950883364,3.16339626575796,NA
1940-01-28,2.94495202234245,32898,1,28,1940.07456739526,1081,1940,28,1.08009252574587,3.2038489034275,NA
1940-01-29,2.94495202234245,32899,1,29,1940.0772996357,1081,1940,29,1.08009252574587,3.22407522226227,NA
1940-01-30,2.80336779049906,32900,1,30,1940.08003187614,1081,1940,30,1.03082147673909,3.18362258459273,3.1365626827705
1940-01-31,2.80336779049906,32901,1,31,1940.08276411658,1081,1940,31,1.03082147673909,3.02990256144848,3.14600163156006
1940-02-01,2.80336779049906,32902,2,32,1940.08549635701,1082,1940,32,1.03082147673909,2.94495202234245,3.15544058034961
1940-02-02,2.66178355865567,32903,2,33,1940.08822859745,1082,1940,33,0.978996408874501,2.86404674700337,3.16016005474439
1940-02-03,2.66178355865567,32904,2,34,1940.09096083789,1082,1940,34,0.978996408874501,2.80336779049906,3.16487952913917
1940-02-04,2.66178355865567,32905,2,35,1940.09369307832,1082,1940,35,0.978996408874501,2.76291515282952,3.14600163156005
1940-02-05,2.66178355865567,32906,2,36,1940.09642531876,1082,1940,36,0.978996408874501,2.72246251515998,3.13184320837572
1940-02-06,2.66178355865567,32907,2,37,1940.0991575592,1082,1940,37,0.978996408874501,2.70223619632521,3.1129653107966
1940-02-07,3.56792264245335,32908,2,38,1940.10188979964,1082,1940,38,1.27198353355598,2.81145831803297,3.09125572858061
1940-02-08,3.56792264245335,32909,2,39,1940.10462204007,1082,1940,39,1.27198353355598,2.92068043974072,3.06954614636463
1940-02-09,3.39802156424128,32910,2,40,1940.10735428051,1082,1940,40,1.22319336938654,3.02585729768152,3.04783656414864
1940-02-10,3.39802156424128,32911,2,41,1940.11008652095,1082,1940,41,1.22319336938654,3.13103415562232,3.03745372048012
