"Date","Q","Julian","Month","Day","DecYear","MonthSeq","waterYear","i","LogQ","Q7","Q30"
1933-01-01,2.15208032401948,30315,1,1,1933.00079908676,997,1933,1,0.766434966890829,NA,NA
1933-01-02,2.15208032401948,30316,1,2,1933.00353881279,997,1933,2,0.766434966890829,NA,NA
1933-01-03,2.15208032401948,30317,1,3,1933.00627853881,997,1933,3,0.766434966890829,NA,NA
1933-01-04,2.20871401675683,30318,1,4,1933.00901826484,997,1933,4,0.792410453294088,NA,NA
1933-01-05,2.20871401675683,30319,1,5,1933.01175799087,997,1933,5,0.792410453294088,NA,NA
1933-01-06,2.1237634776508,30320,1,6,1933.01449771689,997,1933,6,0.753189740140807,NA,NA
1933-01-07,2.03881293854477,30321,1,7,1933.01723744292,997,1933,7,0.712367745620553,2.14803506025252,NA
1933-01-08,2.03881293854477,30322,1,8,1933.01997716895,997,1933,8,0.712367745620553,2.13185400518471,NA
1933-01-09,1.95386239943874,30323,1,9,1933.02271689498,997,1933,9,0.669808131201758,2.10353715881603,NA
1933-01-10,1.95386239943874,30324,1,10,1933.025456621,997,1933,10,0.669808131201758,2.07522031244735,NA
1933-01-11,1.95386239943874,30325,1,11,1933.02819634703,997,1933,11,0.669808131201758,2.03881293854477,NA
1933-01-12,1.95386239943874,30326,1,12,1933.03093607306,997,1933,12,0.669808131201758,2.00240556464219,NA
1933-01-13,1.95386239943874,30327,1,13,1933.03367579909,997,1933,13,0.669808131201758,1.97813398204046,NA
1933-01-14,2.20871401675683,30328,1,14,1933.03641552511,997,1933,14,0.792410453294088,2.00240556464219,NA
1933-01-15,2.20871401675683,30329,1,15,1933.03915525114,997,1933,15,0.792410453294088,2.02667714724391,NA
1933-01-16,2.1237634776508,30330,1,16,1933.04189497717,997,1933,16,0.753189740140807,2.05094872984563,NA
1933-01-17,2.03881293854477,30331,1,17,1933.0446347032,997,1933,17,0.712367745620553,2.06308452114649,NA
1933-01-18,1.95386239943874,30332,1,18,1933.04737442922,997,1933,18,0.669808131201758,2.06308452114649,NA
1933-01-19,1.86891186033271,30333,1,19,1933.05011415525,997,1933,19,0.625356368630926,2.05094872984563,NA
1933-01-20,1.78396132122667,30334,1,20,1933.05285388128,997,1933,20,0.578836352996029,2.02667714724391,NA
1933-01-21,1.69901078212064,30335,1,21,1933.05559360731,997,1933,21,0.530046188826598,1.95386239943874,NA
